,Пол,Возраст,Зарплата,Члены семьи,Страховые выплаты
1602,1,32.0,47200.0,0,0
1603,0,34.0,20500.0,0,0
1604,0,26.0,43400.0,1,0
1605,1,41.0,43200.0,2,0
1606,1,18.0,50200.0,1,0
1607,0,21.0,30300.0,0,0
1608,0,20.0,34500.0,1,0
1609,1,34.0,44300.0,2,0
1610,1,32.0,35900.0,1,0
1611,0,48.0,45000.0,2,1
1612,1,26.0,53200.0,0,0
1613,1,28.0,46500.0,0,0
1614,0,21.0,41000.0,2,0
1615,0,18.0,41200.0,0,0
1616,1,53.0,40300.0,2,2
1617,0,23.0,43900.0,0,0
1618,1,18.0,45300.0,0,0
1619,1,27.0,43800.0,2,0
1620,1,31.0,47800.0,2,0
1621,1,37.0,44800.0,0,0
1622,0,37.0,54000.0,1,0
1623,1,38.0,41700.0,1,0
1624,0,24.0,34300.0,2,0
1625,1,30.0,25600.0,1,0
1626,1,37.0,35500.0,1,0
1627,1,41.0,34300.0,2,0
1628,1,28.0,55900.0,0,0
1629,1,27.0,46600.0,2,0
1630,1,34.0,32400.0,1,0
1631,1,30.0,33500.0,1,0
1632,0,31.0,38100.0,2,0
1633,1,22.0,36200.0,1,0
1634,1,36.0,33800.0,1,0
1635,1,21.0,45100.0,3,0
1636,0,31.0,47300.0,2,0
1637,0,39.0,55000.0,1,0
1638,0,27.0,52100.0,1,0
1639,0,21.0,23300.0,4,0
1640,0,31.0,31200.0,2,0
1641,1,40.0,41500.0,1,0
1642,0,24.0,32900.0,1,0
1643,0,21.0,52600.0,1,0
1644,1,29.0,45300.0,1,0
1645,0,34.0,46800.0,2,0
1646,1,25.0,49400.0,1,0
1647,0,46.0,42100.0,2,1
1648,0,18.0,36800.0,1,0
1649,0,29.0,38600.0,3,0
1650,1,33.0,40400.0,0,0
1651,0,30.0,21200.0,1,0
1652,0,26.0,52800.0,3,0
1653,0,20.0,35700.0,2,0
1654,0,44.0,38400.0,1,1
1655,0,33.0,33800.0,2,0
1656,0,41.0,38300.0,0,0
1657,1,21.0,44000.0,0,0
1658,0,35.0,39100.0,2,0
1659,1,28.0,18100.0,1,0
1660,1,24.0,25300.0,3,0
1661,1,39.0,35800.0,2,0
1662,1,19.0,36500.0,1,0
1663,0,29.0,40300.0,1,0
1664,0,28.0,44500.0,0,0
1665,0,38.0,37900.0,1,0
1666,0,36.0,31700.0,1,0
1667,1,30.0,49900.0,1,0
1668,1,37.0,51300.0,1,0
1669,1,24.0,44100.0,0,0
1670,0,26.0,46500.0,1,0
1671,1,23.0,41900.0,2,0
1672,0,48.0,36400.0,1,1
1673,1,22.0,32400.0,1,0
1674,0,46.0,61800.0,1,1
1675,0,22.0,49000.0,3,0
1676,1,35.0,52400.0,3,0
1677,0,34.0,48800.0,1,0
1678,1,31.0,27900.0,1,0
1679,1,25.0,47100.0,0,0
1680,0,31.0,33700.0,1,0
1681,1,38.0,29300.0,3,0
1682,0,41.0,36100.0,1,0
1683,0,27.0,33900.0,1,0
1684,1,45.0,58700.0,1,1
1685,1,33.0,26200.0,0,0
1686,1,20.0,31600.0,2,0
1687,0,32.0,32000.0,2,0
1688,1,35.0,58000.0,0,0
1689,0,30.0,31000.0,0,0
1690,1,28.0,47700.0,0,0
1691,0,35.0,30800.0,3,0
1692,1,51.0,35000.0,0,2
1693,0,18.0,30100.0,0,0
1694,1,33.0,54400.0,0,0
1695,0,27.0,47400.0,1,0
1696,1,25.0,38300.0,2,0
1697,0,28.0,59500.0,0,0
1698,0,33.0,41200.0,1,0
1699,0,28.0,26400.0,0,0
1700,0,37.0,30900.0,1,0
1701,0,37.0,39100.0,0,0
1702,1,23.0,18200.0,2,0
1703,1,34.0,23500.0,3,0
1704,0,39.0,39700.0,0,0
1705,0,29.0,32100.0,2,0
1706,0,29.0,48100.0,3,0
1707,1,34.0,62000.0,1,0
1708,1,36.0,50100.0,0,0
1709,1,29.0,56000.0,2,0
1710,0,22.0,50900.0,1,0
1711,1,41.0,50300.0,2,0
1712,0,26.0,35900.0,1,0
1713,1,35.0,42600.0,0,0
1714,1,43.0,40500.0,1,1
1715,0,25.0,51300.0,1,0
1716,0,19.0,50400.0,1,0
1717,0,18.0,52400.0,0,0
1718,1,20.0,24400.0,3,0
1719,0,38.0,37000.0,2,0
1720,0,24.0,40300.0,1,0
1721,1,29.0,27300.0,1,0
1722,0,29.0,26000.0,3,0
1723,0,20.0,44400.0,0,0
1724,0,32.0,43800.0,1,0
1725,0,22.0,34200.0,1,0
1726,1,31.0,50000.0,0,0
1727,1,32.0,51400.0,1,0
1728,0,30.0,37800.0,0,0
1729,0,35.0,57100.0,1,0
1730,0,30.0,39200.0,2,0
1731,0,24.0,43200.0,2,0
1732,0,30.0,42300.0,0,0
1733,1,35.0,38300.0,0,0
1734,1,36.0,46800.0,0,0
1735,0,29.0,45000.0,0,0
1736,1,30.0,34700.0,0,0
1737,0,28.0,43400.0,1,0
1738,1,35.0,28100.0,1,0
1739,1,27.0,49700.0,1,0
1740,0,36.0,41000.0,1,0
1741,1,28.0,21100.0,0,0
1742,1,28.0,59900.0,0,0
1743,0,29.0,31700.0,0,0
1744,1,40.0,41900.0,2,0
1745,0,40.0,26100.0,2,0
1746,0,47.0,42700.0,0,1
1747,1,22.0,42100.0,0,0
1748,1,20.0,28100.0,1,0
1749,1,48.0,46700.0,2,1
1750,1,34.0,52500.0,1,0
1751,0,19.0,38600.0,0,0
1752,1,23.0,45400.0,2,0
1753,1,29.0,30900.0,1,0
1754,1,33.0,43900.0,1,0
1755,0,31.0,42100.0,0,0
1756,0,35.0,39300.0,2,0
1757,0,42.0,35500.0,1,1
1758,1,23.0,33100.0,1,0
1759,0,35.0,35100.0,2,0
1760,0,27.0,52800.0,0,0
1761,0,28.0,42800.0,0,0
1762,0,33.0,28400.0,3,0
1763,1,29.0,48100.0,2,0
1764,1,20.0,29300.0,2,0
1765,0,38.0,49400.0,1,0
1766,0,40.0,30900.0,1,0
1767,0,30.0,39800.0,2,0
1768,1,22.0,46600.0,2,0
1769,1,34.0,44500.0,4,0
1770,1,20.0,54200.0,0,0
1771,1,38.0,20900.0,2,0
1772,1,28.0,33400.0,0,0
1773,1,26.0,45000.0,2,0
1774,1,26.0,26200.0,0,0
1775,1,18.0,48900.0,1,0
1776,1,37.0,26600.0,1,0
1777,0,18.0,42200.0,1,0
1778,0,53.0,33500.0,2,2
1779,1,36.0,27400.0,2,0
1780,1,20.0,41400.0,3,0
1781,1,24.0,43500.0,4,0
1782,1,21.0,37100.0,2,0
1783,0,37.0,50000.0,0,0
1784,1,34.0,52200.0,1,0
1785,1,45.0,44500.0,1,1
1786,1,27.0,42100.0,0,0
1787,0,34.0,37900.0,0,0
1788,0,31.0,47400.0,1,0
1789,1,19.0,47600.0,0,0
1790,1,40.0,35300.0,1,0
1791,0,18.0,50600.0,1,0
1792,1,33.0,30700.0,1,0
1793,1,32.0,54400.0,0,0
1794,1,31.0,27500.0,1,0
1795,0,27.0,41900.0,2,0
1796,0,19.0,47100.0,1,0
1797,0,21.0,47600.0,2,0
1798,0,26.0,32800.0,1,0
1799,0,21.0,35600.0,1,0
1800,0,45.0,44400.0,1,1
1801,0,35.0,54800.0,0,0
1802,1,51.0,25000.0,1,2
1803,0,23.0,33700.0,1,0
1804,1,33.0,46700.0,2,0
1805,1,45.0,35700.0,1,1
1806,1,23.0,37300.0,0,0
1807,1,33.0,40900.0,1,0
1808,0,36.0,56000.0,2,0
1809,0,37.0,31800.0,3,0
1810,0,23.0,36300.0,1,0
1811,1,42.0,37100.0,2,0
1812,1,22.0,46100.0,0,0
1813,1,22.0,57500.0,0,0
1814,1,18.0,53900.0,2,0
1815,1,27.0,38700.0,2,0
1816,1,47.0,38200.0,1,1
1817,1,27.0,36100.0,2,0
1818,0,34.0,39300.0,4,0
1819,1,27.0,34100.0,0,0
1820,0,45.0,35100.0,2,1
1821,1,38.0,35500.0,1,0
1822,0,41.0,55300.0,0,0
1823,1,25.0,27900.0,0,0
1824,0,35.0,42800.0,0,0
1825,0,43.0,48400.0,1,1
1826,1,37.0,42200.0,0,0
1827,0,35.0,43800.0,3,0
1828,0,45.0,31300.0,0,1
1829,0,22.0,44600.0,1,0
1830,0,22.0,44100.0,1,0
1831,0,20.0,37300.0,2,0
1832,0,24.0,26300.0,2,0
1833,0,50.0,59100.0,1,2
1834,0,21.0,31700.0,0,0
1835,1,49.0,55100.0,0,2
1836,1,44.0,37200.0,0,1
1837,1,31.0,29000.0,2,0
1838,0,32.0,17300.0,2,0
1839,0,32.0,48500.0,1,0
1840,0,35.0,36200.0,1,0
1841,0,33.0,48700.0,1,0
1842,0,44.0,28000.0,0,1
1843,1,23.0,28500.0,2,0
1844,0,27.0,18400.0,1,0
1845,1,21.0,40500.0,2,0
1846,1,19.0,46500.0,2,0
1847,1,31.0,32700.000000000004,0,0
1848,1,36.0,60700.0,0,0
1849,1,18.0,39200.0,2,0
1850,0,49.0,28700.0,2,1
1851,1,23.0,32600.0,0,0
1852,0,27.0,57500.0,2,0
1853,0,31.0,53200.0,2,0
1854,1,19.0,58100.0,1,0
1855,0,52.0,32500.0,1,2
1856,0,31.0,43800.0,1,0
1857,0,21.0,33400.0,1,0
1858,0,31.0,35600.0,0,0
1859,0,32.0,34900.0,2,0
1860,1,36.0,52100.0,2,0
1861,1,37.0,52400.0,0,0
1862,1,28.0,46600.0,1,0
1863,0,46.0,38900.0,1,1
1864,1,18.0,50200.0,0,0
1865,0,35.0,33700.0,0,0
1866,1,47.0,37700.0,1,1
1867,0,37.0,51500.0,1,0
1868,1,41.0,24300.0,0,0
1869,0,23.0,23500.0,2,0
1870,1,27.0,29300.0,0,0
1871,1,34.0,55100.0,0,0
1872,1,27.0,43600.0,1,0
1873,0,22.0,44200.0,1,0
1874,1,41.0,40900.0,0,0
1875,0,40.0,49900.0,1,0
1876,1,36.0,49100.0,0,0
1877,1,26.0,33700.0,0,0
1878,1,20.0,50900.0,3,0
1879,1,27.0,34200.0,0,0
1880,1,27.0,20200.0,2,0
1881,0,26.0,45600.0,0,0
1882,0,19.0,35000.0,0,0
1883,1,28.0,46700.0,1,0
1884,0,43.0,35600.0,2,1
1885,1,31.0,30500.0,1,0
1886,0,21.0,35700.0,1,0
1887,0,20.0,29300.0,3,0
1888,0,27.0,50500.0,1,0
1889,0,29.0,54900.0,0,0
1890,0,23.0,30700.0,3,0
1891,1,30.0,70600.0,0,0
1892,0,29.0,37000.0,1,0
1893,1,30.0,49900.0,1,0
1894,0,36.0,28300.0,2,0
1895,0,22.0,43300.0,0,0
1896,1,38.0,33200.0,2,0
1897,1,20.0,47700.0,0,0
1898,0,31.0,44900.0,1,0
1899,0,18.0,38000.0,2,0
1900,0,22.0,42000.0,2,0
1901,1,19.0,49700.0,0,0
1902,1,40.0,42700.0,3,0
1903,1,22.0,36800.0,0,0
1904,0,22.0,50500.0,1,0
1905,1,26.0,38000.0,2,0
1906,0,27.0,35500.0,1,0
1907,1,21.0,41200.0,4,0
1908,0,35.0,38800.0,1,0
1909,1,27.0,29200.0,2,0
1910,0,31.0,52500.0,1,0
1911,0,29.0,40900.0,1,0
1912,1,46.0,44600.0,2,1
1913,1,29.0,45200.0,0,0
1914,0,22.0,45700.0,0,0
1915,1,20.0,45800.0,1,0
1916,0,52.0,34000.0,0,2
1917,1,44.0,48500.0,1,1
1918,1,22.0,53000.0,2,0
1919,1,22.0,32800.0,0,0
1920,0,39.0,53800.0,1,0
1921,1,32.0,40100.0,0,0
1922,0,18.0,42900.0,1,0
1923,0,39.0,30200.0,2,0
1924,1,38.0,42300.0,2,0
1925,1,45.0,35800.0,0,1
1926,0,24.0,31300.0,1,0
1927,1,30.0,54900.0,1,0
1928,0,33.0,41500.0,1,0
1929,1,49.0,47700.0,1,2
1930,1,19.0,45100.0,1,0
1931,1,33.0,33200.0,1,0
1932,1,50.0,43000.0,2,2
1933,0,23.0,47600.0,0,0
1934,1,36.0,30200.0,1,0
1935,0,45.0,43600.0,1,1
1936,1,26.0,43900.0,0,0
1937,1,19.0,44400.0,0,0
1938,0,21.0,45300.0,2,0
1939,1,40.0,44800.0,0,0
1940,0,31.0,17700.0,1,0
1941,1,27.0,44900.0,1,0
1942,1,19.0,51900.0,1,0
1943,0,47.0,43400.0,0,1
1944,1,34.0,34100.0,6,0
1945,1,31.0,36600.0,3,0
1946,0,25.0,53900.0,2,0
1947,0,27.0,34600.0,1,0
1948,0,27.0,37100.0,1,0
1949,0,24.0,36600.0,0,0
1950,1,43.0,24700.0,1,1
1951,0,47.0,42700.0,1,1
1952,0,53.0,45200.0,0,2
1953,1,27.0,19700.0,2,0
1954,0,26.0,48700.0,2,0
1955,0,27.0,49900.0,1,0
1956,1,33.0,30200.0,0,0
1957,1,32.0,36800.0,1,0
1958,1,35.0,43000.0,0,0
1959,0,22.0,47100.0,0,0
1960,0,28.0,39300.0,2,0
1961,1,19.0,46700.0,1,0
1962,0,22.0,43400.0,1,0
1963,1,24.0,54800.0,1,0
1964,1,30.0,48900.0,1,0
1965,1,39.0,19900.0,1,0
1966,1,39.0,18900.0,0,0
1967,0,21.0,53600.0,0,0
1968,1,34.0,42300.0,1,0
1969,0,22.0,34200.0,4,0
1970,0,20.0,40400.0,2,0
1971,1,39.0,33400.0,1,0
1972,1,19.0,24800.0,1,0
1973,1,27.0,46600.0,1,0
1974,1,28.0,44500.0,1,0
1975,0,24.0,46800.0,0,0
1976,1,45.0,32300.0,2,1
1977,1,38.0,40400.0,0,0
1978,1,44.0,26400.0,2,1
1979,1,21.0,47400.0,5,0
1980,0,37.0,42700.0,0,0
1981,0,21.0,32200.000000000004,1,0
1982,0,27.0,48700.0,0,0
1983,0,26.0,42200.0,0,0
1984,0,39.0,44600.0,3,0
1985,0,30.0,51100.0,0,0
1986,1,24.0,34300.0,0,0
1987,1,32.0,31800.0,0,0
1988,1,41.0,38800.0,1,0
1989,0,37.0,34800.0,1,0
1990,1,19.0,41600.0,1,0
1991,0,18.0,30400.0,1,0
1992,0,33.0,23200.0,2,0
1993,0,23.0,31200.0,1,0
1994,1,26.0,28800.0,1,0
1995,0,45.0,41000.0,0,1
1996,1,46.0,55000.0,2,1
1997,1,39.0,35000.0,1,0
1998,1,38.0,42200.0,2,0
1999,1,34.0,42300.0,3,0
2000,0,34.0,29000.0,2,0
2001,0,28.0,41700.0,0,0
2002,1,36.0,25600.0,1,0
2003,1,22.0,38000.0,1,0
2004,0,21.0,38200.0,2,0
2005,0,30.0,33900.0,0,0
2006,1,28.0,47600.0,0,0
2007,0,45.0,40900.0,1,1
2008,1,35.0,32600.0,1,0
2009,0,24.0,40000.0,0,0
2010,1,38.0,35900.0,1,0
2011,0,42.0,50400.0,2,0
2012,1,33.0,44300.0,2,0
2013,1,28.0,49200.0,0,0
2014,0,21.0,37100.0,3,0
2015,1,22.0,30800.0,0,0
2016,1,45.0,41400.0,0,1
2017,0,38.0,30900.0,0,0
2018,0,23.0,29900.0,3,0
2019,1,25.0,28700.0,1,0
2020,0,22.0,36900.0,1,0
2021,1,32.0,63100.0,1,0
2022,1,41.0,49600.0,0,0
2023,1,34.0,50800.0,0,0
2024,1,29.0,52500.0,0,0
2025,0,38.0,29300.0,1,0
2026,1,40.0,44500.0,0,0
2027,1,23.0,39300.0,2,0
2028,1,26.0,54400.0,1,0
2029,0,24.0,35800.0,4,0
2030,0,34.0,38900.0,2,0
2031,0,30.0,20900.0,0,0
2032,0,24.0,39800.0,1,0
2033,1,25.0,50900.0,0,0
2034,1,24.0,27300.0,1,0
2035,1,21.0,59200.0,1,0
2036,1,34.0,54200.0,0,0
2037,1,26.0,36600.0,0,0
2038,0,29.0,47800.0,0,0
2039,1,34.0,37700.0,3,0
2040,0,20.0,14700.0,0,0
2041,0,31.0,37800.0,1,0
2042,0,40.0,29200.0,2,0
2043,0,36.0,28000.0,2,0
2044,1,28.0,36700.0,1,0
2045,1,30.0,45800.0,0,0
2046,1,30.0,37000.0,0,0
2047,0,44.0,53100.0,2,1
2048,0,22.0,35800.0,1,0
2049,0,30.0,34500.0,2,0
2050,1,28.0,44000.0,2,0
2051,1,21.0,42700.0,2,0
2052,1,49.0,39500.0,0,2
2053,1,47.0,33400.0,1,1
2054,1,33.0,37500.0,0,0
2055,1,32.0,47100.0,1,0
2056,1,44.0,29900.0,1,1
2057,0,22.0,31800.0,0,0
2058,1,38.0,43500.0,0,0
2059,0,27.0,49200.0,2,0
2060,0,33.0,24400.0,1,0
2061,0,26.0,49600.0,1,0
2062,1,28.0,39000.0,2,0
2063,1,23.0,43000.0,1,0
2064,0,39.0,42500.0,0,0
2065,0,23.0,49700.0,0,0
2066,0,19.0,40100.0,1,0
2067,0,32.0,21800.0,0,0
2068,0,38.0,44200.0,3,0
2069,1,24.0,42000.0,3,0
2070,0,47.0,43100.0,0,1
2071,0,24.0,46500.0,0,0
2072,0,19.0,32100.0,0,0
2073,1,33.0,55200.0,0,0
2074,1,20.0,29200.0,0,0
2075,1,24.0,44300.0,1,0
2076,0,22.0,50500.0,3,0
2077,1,49.0,37900.0,5,1
2078,1,20.0,42400.0,3,0
2079,0,29.0,39500.0,2,0
2080,1,27.0,41800.0,1,0
2081,1,19.0,29400.0,1,0
2082,0,23.0,46800.0,3,0
2083,1,21.0,28200.0,0,0
2084,0,29.0,34800.0,0,0
2085,0,20.0,34000.0,2,0
2086,0,45.0,34200.0,1,1
2087,1,21.0,68000.0,2,0
2088,1,21.0,47900.0,2,0
2089,1,39.0,48200.0,2,0
2090,0,32.0,22900.0,6,0
2091,0,31.0,31500.0,1,0
2092,0,42.0,36000.0,3,0
2093,1,21.0,43500.0,2,0
2094,0,26.0,35300.0,1,0
2095,1,42.0,42900.0,3,0
2096,0,23.0,40500.0,3,0
2097,0,39.0,38500.0,0,0
2098,0,37.0,16500.0,3,0
2099,1,25.0,23500.0,0,0
2100,0,37.0,26300.0,2,0
2101,0,29.0,47200.0,2,0
2102,0,23.0,41700.0,0,0
2103,1,41.0,47100.0,1,0
2104,1,21.0,34700.0,1,0
2105,1,22.0,33900.0,0,0
2106,1,20.0,36100.0,0,0
2107,1,20.0,47500.0,3,0
2108,0,33.0,47500.0,0,0
2109,0,35.0,49700.0,2,0
2110,1,23.0,41100.0,2,0
2111,0,25.0,30000.0,3,0
2112,1,31.0,30300.0,0,0
2113,0,30.0,52600.0,2,0
2114,1,21.0,41300.0,0,0
2115,0,26.0,22100.0,1,0
2116,1,21.0,50200.0,0,0
2117,0,22.0,22600.0,0,0
2118,0,32.0,53200.0,0,0
2119,1,24.0,44200.0,1,0
2120,1,21.0,40200.0,1,0
2121,1,36.0,27800.0,2,0
2122,0,18.0,45800.0,0,0
2123,1,19.0,48900.0,0,0
2124,0,19.0,27500.0,0,0
2125,0,37.0,49600.0,2,0
2126,0,32.0,42400.0,2,0
2127,1,21.0,33300.0,3,0
2128,1,45.0,40500.0,2,1
2129,0,46.0,47900.0,1,1
2130,1,37.0,31500.0,1,0
2131,1,51.0,40500.0,1,2
2132,0,22.0,22900.0,3,0
2133,0,42.0,40300.0,4,0
2134,0,35.0,30100.0,0,0
2135,0,20.0,29900.0,0,0
2136,1,37.0,60100.0,3,0
2137,0,20.0,44200.0,4,0
2138,0,20.0,46800.0,2,0
2139,1,26.0,43900.0,0,0
2140,1,36.0,37700.0,1,0
2141,0,25.0,49700.0,0,0
2142,0,32.0,45900.0,1,0
2143,0,33.0,40900.0,2,0
2144,0,28.0,19600.0,1,0
2145,1,27.0,32300.0,1,0
2146,1,42.0,32400.0,0,1
2147,1,38.0,45700.0,1,0
2148,0,41.0,24500.0,0,0
2149,1,20.0,47900.0,1,0
2150,0,47.0,40300.0,0,1
2151,0,23.0,27900.0,1,0
2152,1,20.0,39200.0,1,0
2153,0,35.0,39300.0,1,0
2154,1,24.0,48200.0,2,0
2155,1,56.0,40400.0,0,3
2156,1,23.0,43500.0,1,0
2157,0,24.0,20500.0,0,0
2158,0,26.0,36000.0,0,0
2159,0,34.0,37300.0,4,0
2160,1,20.0,50000.0,1,0
2161,1,39.0,36000.0,0,0
2162,0,29.0,36800.0,1,0
2163,1,29.0,47500.0,0,0
2164,0,22.0,46600.0,3,0
2165,1,32.0,48700.0,1,0
2166,1,22.0,47500.0,0,0
2167,1,39.0,23900.0,0,0
2168,1,24.0,25400.0,0,0
2169,0,36.0,62100.0,0,0
2170,1,34.0,25900.0,1,0
2171,1,24.0,46100.0,2,0
2172,0,38.0,48100.0,1,0
2173,1,29.0,32000.0,4,0
2174,1,21.0,37200.0,1,0
2175,0,36.0,31500.0,2,0
2176,0,36.0,31700.0,1,0
2177,1,41.0,44700.0,1,0
2178,0,18.0,43400.0,1,0
2179,0,25.0,40200.0,2,0
2180,0,39.0,51200.0,2,0
2181,0,40.0,26600.0,2,0
2182,1,18.0,45800.0,1,0
2183,0,19.0,56200.0,0,0
2184,0,23.0,28400.0,1,0
2185,0,25.0,58000.0,0,0
2186,1,34.0,33600.0,1,0
2187,1,36.0,24300.0,3,0
2188,1,21.0,25900.0,1,0
2189,1,32.0,35500.0,0,0
2190,0,36.0,48400.0,4,0
2191,1,22.0,32200.000000000004,1,0
2192,0,25.0,46200.0,0,0
2193,1,26.0,71400.0,0,0
2194,1,28.0,43900.0,0,0
2195,1,20.0,46700.0,0,0
2196,1,39.0,24300.0,2,0
2197,1,39.0,42300.0,0,0
2198,0,21.0,40400.0,3,0
2199,0,28.0,29400.0,3,0
2200,1,23.0,47700.0,2,0
2201,1,25.0,47300.0,2,0
2202,0,18.0,43500.0,0,0
2203,0,22.0,49000.0,1,0
2204,0,18.0,44000.0,0,0
2205,1,44.0,34100.0,0,1
2206,1,45.0,41900.0,2,1
2207,0,28.0,33800.0,1,0
2208,1,49.0,36300.0,2,2
2209,0,21.0,43100.0,1,0
2210,0,38.0,39300.0,0,0
2211,1,20.0,28900.0,1,0
2212,1,31.0,42000.0,1,0
2213,0,36.0,53200.0,0,0
2214,0,45.0,32800.0,3,1
2215,0,45.0,44900.0,0,1
2216,1,25.0,43900.0,5,0
2217,1,32.0,40000.0,1,0
2218,1,34.0,39400.0,3,0
2219,1,21.0,39300.0,1,0
2220,0,23.0,34300.0,1,0
2221,0,32.0,10000.0,1,0
2222,1,28.0,31700.0,0,0
2223,1,23.0,50100.0,0,0
2224,1,50.0,27000.0,1,2
2225,0,19.0,31600.0,3,0
2226,0,25.0,29900.0,1,0
2227,1,43.0,45900.0,3,1
2228,0,42.0,46000.0,1,1
2229,1,21.0,23500.0,0,0
2230,1,31.0,35400.0,2,0
2231,0,33.0,59300.0,2,0
2232,1,21.0,31000.0,0,0
2233,1,27.0,11300.0,0,0
2234,1,29.0,41600.0,1,0
2235,0,30.0,43500.0,2,0
2236,0,32.0,46800.0,0,0
2237,0,19.0,33900.0,0,0
2238,0,31.0,37200.0,1,0
2239,0,31.0,60100.0,1,0
2240,0,60.0,27900.0,0,4
2241,0,36.0,22800.0,2,0
2242,1,20.0,60900.0,4,0
2243,0,27.0,34200.0,2,0
2244,1,26.0,42200.0,1,0
2245,0,34.0,55200.0,2,0
2246,1,21.0,32900.0,1,0
2247,1,33.0,43600.0,1,0
2248,0,39.0,33800.0,0,0
2249,1,19.0,30000.0,1,0
2250,0,52.0,52400.0,2,2
2251,0,23.0,45200.0,0,0
2252,0,36.0,46700.0,2,0
2253,1,53.0,29700.0,1,2
2254,1,26.0,36000.0,1,0
2255,1,43.0,48300.0,0,1
2256,0,30.0,47900.0,1,0
2257,0,20.0,30000.0,1,0
2258,1,18.0,44100.0,1,0
2259,1,39.0,53000.0,0,0
2260,0,26.0,30600.0,2,0
2261,1,22.0,26800.0,1,0
2262,1,36.0,44100.0,2,0
2263,1,39.0,27900.0,0,0
2264,1,28.0,44400.0,1,0
2265,0,25.0,33900.0,3,0
2266,1,21.0,29500.0,0,0
2267,1,21.0,36900.0,3,0
2268,1,44.0,28400.0,0,1
2269,1,19.0,43200.0,1,0
2270,0,21.0,42700.0,1,0
2271,1,42.0,36200.0,0,1
2272,0,30.0,42800.0,0,0
2273,1,26.0,26200.0,4,0
2274,1,41.0,30200.0,0,0
2275,1,32.0,33400.0,1,0
2276,0,41.0,48000.0,1,0
2277,1,33.0,37100.0,0,0
2278,0,49.0,60300.0,1,2
2279,1,22.0,48200.0,4,0
2280,0,25.0,50400.0,1,0
2281,1,30.0,37200.0,1,0
2282,0,20.0,34800.0,0,0
2283,1,40.0,41100.0,0,0
2284,0,43.0,53200.0,1,1
2285,0,36.0,53200.0,2,0
2286,0,36.0,34300.0,1,0
2287,1,40.0,32200.000000000004,3,0
2288,0,31.0,21300.0,1,0
2289,0,27.0,41700.0,0,0
2290,1,31.0,57200.0,3,0
2291,0,40.0,27200.0,1,0
2292,1,27.0,57300.0,1,0
2293,0,30.0,42400.0,0,0
2294,1,46.0,53900.0,0,1
2295,0,28.0,41300.0,0,0
2296,1,31.0,30100.0,0,0
2297,0,20.0,40500.0,5,0
2298,0,43.0,19600.0,3,1
2299,0,44.0,24600.0,3,1
2300,1,48.0,41300.0,1,1
2301,1,40.0,55500.0,0,0
2302,0,27.0,42400.0,1,0
2303,0,28.0,43000.0,0,0
2304,0,39.0,51500.0,1,0
2305,1,25.0,36100.0,2,0
2306,0,39.0,30100.0,1,0
2307,0,22.0,37800.0,1,0
2308,1,26.0,22700.0,3,0
2309,1,36.0,43500.0,1,0
2310,1,32.0,35500.0,1,0
2311,0,49.0,40000.0,0,2
2312,0,42.0,59500.0,1,1
2313,0,41.0,34400.0,1,0
2314,1,34.0,46700.0,1,0
2315,1,38.0,42800.0,1,0
2316,1,52.0,54700.0,0,2
2317,0,31.0,29300.0,2,0
2318,0,35.0,42500.0,0,0
2319,1,39.0,30800.0,1,0
2320,0,20.0,48600.0,0,0
2321,1,19.0,25700.0,2,0
2322,0,44.0,25300.0,1,1
2323,0,22.0,45800.0,1,0
2324,0,19.0,35200.0,0,0
2325,0,43.0,25800.0,0,1
2326,1,38.0,48400.0,1,0
2327,0,37.0,54100.0,1,0
2328,1,30.0,57200.0,1,0
2329,0,38.0,39100.0,0,0
2330,0,40.0,42000.0,0,0
2331,0,32.0,59300.0,3,0
2332,0,37.0,34700.0,1,0
2333,0,47.0,43900.0,0,1
2334,1,28.0,39800.0,2,0
2335,1,37.0,33900.0,1,0
2336,0,21.0,33200.0,1,0
2337,0,26.0,47500.0,0,0
2338,1,27.0,45900.0,0,0
2339,1,30.0,52600.0,4,0
2340,0,42.0,52400.0,0,1
2341,1,19.0,36400.0,3,0
2342,1,25.0,32700.000000000004,2,0
2343,1,47.0,50600.0,1,1
2344,1,22.0,34300.0,1,0
2345,0,25.0,49400.0,1,0
2346,0,20.0,33000.0,3,0
2347,0,22.0,42800.0,4,0
2348,1,32.0,37100.0,0,0
2349,1,46.0,49600.0,2,1
2350,0,20.0,44700.0,1,0
2351,0,44.0,34200.0,1,1
2352,1,45.0,42000.0,2,1
2353,0,19.0,51000.0,0,0
2354,1,52.0,16400.0,2,2
2355,1,26.0,22700.0,0,0
2356,0,39.0,27000.0,1,0
2357,1,44.0,46400.0,2,1
2358,1,31.0,48500.0,1,0
2359,1,23.0,32100.0,1,0
2360,1,40.0,43800.0,0,0
2361,0,47.0,30700.0,2,1
2362,1,32.0,30800.0,0,0
2363,0,37.0,33400.0,1,0
2364,1,26.0,46900.0,3,0
2365,0,29.0,43800.0,0,0
2366,0,18.0,54000.0,0,0
2367,0,32.0,43100.0,1,0
2368,1,32.0,42200.0,0,0
2369,1,30.0,55400.0,1,0
2370,1,39.0,49300.0,3,0
2371,0,29.0,35000.0,0,0
2372,0,19.0,47100.0,2,0
2373,1,22.0,41500.0,0,0
2374,1,20.0,32600.0,0,0
2375,0,23.0,37000.0,2,0
2376,0,31.0,28300.0,1,0
