,platform,sales_year,genre,online,offline,critic_score,user_score,rating,game_id
1924,PSP,2017.0,Action,0.0,0.0,,,,18673
1925,PSV,2016.0,Role-Playing,2.0,2.0,93.0,7.9,T,12854
1926,XOne,2016.0,Shooter,6.0,7.000000000000001,49.0,4.1,M,47563
1927,PS3,2018.0,Sports,0.0,0.0,,,,11413
1928,Wii,2017.0,Sports,5.0,8.0,65.0,7.5,E,31234
1929,PS4,2016.0,Action,4.0,8.0,45.0,5.9,M,46433
1930,PSV,2018.0,Platform,1.0,10.0,87.0,8.4,E10+,28103
1931,XOne,2015.0,Action,9.0,4.0,75.0,7.9,T,10271
1932,PC,2018.0,Shooter,10.0,3.0,77.0,7.6,M,44879
1933,PS3,2018.0,Action,0.0,0.0,63.0,8,T,43243
1934,X360,2017.0,Misc,12.0,0.0,,,,12387
1935,PS4,2016.0,Action,3.0,7.000000000000001,63.0,6.4,M,43913
1936,XOne,2015.0,Action,8.0,4.0,,,,25046
1937,3DS,2018.0,Action,0.0,12.0,,,,30869
1938,PC,2015.0,Shooter,0.0,13.0,71.0,3.8,M,30161
1939,DS,2017.0,Puzzle,0.0,0.0,,,,16425
1940,PS4,2015.0,Adventure,3.0,8.0,81.0,8.6,T,23057
1941,PS3,2018.0,Action,5.0,5.0,,7.1,M,35752
1942,PS3,2018.0,Role-Playing,0.0,0.0,,,,41658
1943,Wii,2017.0,Sports,13.0,0.0,,tbd,E,10646
1944,X360,2017.0,Adventure,10.0,2.0,35.0,4.7,T,16920
1945,PSV,2017.0,Action,4.0,5.0,,,,10849
1946,PS3,2018.0,Fighting,0.0,0.0,84.0,8.1,T,36048
1947,PS3,2017.0,Misc,4.0,7.000000000000001,65.0,tbd,E10+,13993
1948,3DS,2017.0,Misc,9.0,4.0,75.0,7.8,E,13204
1949,PC,2016.0,Shooter,4.0,8.0,73.0,3,M,18934
1950,DS,2017.0,Action,12.0,1.0,50.0,tbd,E10+,14959
1951,PSP,2017.0,Role-Playing,0.0,0.0,,,,34532
1952,PSP,2018.0,Action,0.0,0.0,,,,40710
1953,PC,2017.0,Shooter,4.0,7.000000000000001,76.0,7.3,M,47647
1954,DS,2018.0,Action,0.0,12.0,,tbd,E10+,16314
1955,WiiU,2018.0,Action,6.0,7.000000000000001,76.0,6.3,E10+,29070
1956,3DS,2018.0,Action,0.0,0.0,,,,26993
1957,PSP,2018.0,Role-Playing,0.0,0.0,,,,20848
1958,X360,2017.0,Sports,12.0,0.0,,7.6,E,32277
1959,PSV,2016.0,Action,0.0,0.0,,,,45971
1960,X360,2017.0,Fighting,10.0,2.0,26.0,2.2,T,25317
1961,3DS,2017.0,Simulation,10.0,2.0,,tbd,E,18966
1962,PS3,2016.0,Action,0.0,0.0,,,,40994
1963,Wii,2017.0,Action,7.000000000000001,5.0,,,,27279
1964,PSV,2015.0,Action,0.0,0.0,,,,12825
1965,PSV,2017.0,Role-Playing,5.0,0.0,,,,35717
1966,XOne,2016.0,Adventure,9.0,3.0,85.0,8.7,M,36174
1967,DS,2017.0,Misc,0.0,0.0,,,,11431
1968,PS2,2017.0,Sports,6.0,5.0,,6.2,E,11165
1969,3DS,2018.0,Adventure,8.0,4.0,,tbd,E10+,33149
1970,PSV,2017.0,Fighting,9.0,0.0,,,,18182
1971,PSP,2017.0,Sports,0.0,0.0,,,,17493
1972,PSP,2018.0,Role-Playing,0.0,0.0,,,,26751
1973,X360,2017.0,Action,8.0,5.0,56.0,7.8,T,18807
1974,PC,2018.0,Action,0.0,12.0,79.0,8.7,,11911
1975,3DS,2015.0,Action,0.0,0.0,,,,32332
1976,3DS,2017.0,Simulation,12.0,0.0,,,,36655
1977,PS4,2015.0,Action,2.0,5.0,80.0,8.2,T,22068
1978,PSV,2018.0,Fighting,4.0,0.0,75.0,8.5,T,43731
1979,PC,2016.0,Strategy,0.0,12.0,86.0,7.3,T,35792
1980,PSV,2017.0,Adventure,1.0,9.0,64.0,6.6,E10+,28766
1981,Wii,2017.0,Racing,8.0,3.0,,tbd,E,33957
1982,3DS,2017.0,Role-Playing,0.0,0.0,,,,17892
1983,XOne,2015.0,Misc,10.0,2.0,,tbd,E10+,35806
1984,Wii,2017.0,Adventure,8.0,4.0,,tbd,T,16319
1985,PS3,2018.0,Misc,0.0,0.0,,,,21290
1986,PC,2015.0,Action,9.0,3.0,70.0,2.5,M,33712
1987,PS3,2016.0,Sports,1.0,5.0,,7.2,E,18945
1988,DS,2017.0,Misc,10.0,2.0,,,,41072
1989,PSV,2017.0,Racing,3.0,7.000000000000001,66.0,6.2,E,26193
1990,DS,2017.0,Racing,9.0,3.0,,tbd,E,20025
1991,PSP,2017.0,Role-Playing,0.0,0.0,,,,46296
1992,WiiU,2018.0,Action,9.0,3.0,,,,30883
1993,X360,2018.0,Fighting,8.0,1.0,83.0,7.3,T,20051
1994,PS4,2015.0,Action,0.0,6.0,86.0,7.6,T,11945
1995,WiiU,2018.0,Action,7.000000000000001,5.0,62.0,6.4,M,19230
1996,PSP,2017.0,Fighting,3.0,2.0,77.0,6.8,T,49073
1997,WiiU,2018.0,Action,9.0,3.0,24.0,3.5,E,31138
1998,3DS,2017.0,Action,9.0,3.0,42.0,3.9,E10+,27972
1999,3DS,2017.0,Puzzle,0.0,0.0,,,,17423
2000,PSV,2018.0,Action,2.0,2.0,67.0,7.5,M,26932
2001,X360,2017.0,Action,6.0,6.0,68.0,8,E10+,27414
2002,3DS,2015.0,Action,0.0,0.0,,,,19449
2003,3DS,2017.0,Misc,8.0,4.0,,tbd,E,49915
2004,PSP,2017.0,Racing,10.0,1.0,,,,26127
2005,PSV,2018.0,Action,3.0,4.0,67.0,7.8,T,28043
2006,PS3,2018.0,Fighting,6.0,1.0,,,,47176
2007,X360,2018.0,Misc,8.0,2.0,38.0,2.4,M,44520
2008,X360,2017.0,Action,7.000000000000001,4.0,59.0,7.2,T,44890
2009,PS3,2017.0,Sports,12.0,0.0,,7,E,12754
2010,PSV,2018.0,Role-Playing,4.0,1.0,68.0,7.1,T,26195
2011,Wii,2017.0,Action,0.0,0.0,,,,28195
2012,X360,2017.0,Action,12.0,0.0,,6.5,E,39910
2013,PS3,2017.0,Sports,0.0,0.0,,,,20002
2014,WiiU,2018.0,Sports,7.000000000000001,4.0,85.0,7,E,25185
2015,Wii,2017.0,Shooter,12.0,0.0,,tbd,T,15078
2016,X360,2017.0,Misc,10.0,1.0,,tbd,E,20921
2017,PSP,2017.0,Role-Playing,7.000000000000001,0.0,,,,23556
2018,X360,2017.0,Shooter,9.0,3.0,,,,14071
2019,WiiU,2018.0,Action,11.0,0.0,,,,31313
2020,PSP,2017.0,Role-Playing,0.0,0.0,,,,18237
2021,3DS,2018.0,Adventure,0.0,0.0,,,,20139
2022,PS3,2017.0,Racing,1.0,9.0,,,,15554
2023,PSV,2017.0,Action,0.0,0.0,,,,47952
2024,3DS,2017.0,Strategy,0.0,0.0,,,,18593
2025,DS,2017.0,Racing,8.0,3.0,,tbd,E,21232
2026,PS3,2016.0,Sports,6.0,4.0,,2,E,24217
2027,PSP,2017.0,Sports,0.0,9.0,,,,20296
2028,PC,2015.0,Racing,0.0,12.0,83.0,7.1,E,39449
2029,PSP,2018.0,Role-Playing,0.0,0.0,,,,31846
2030,XOne,2015.0,Action,9.0,3.0,,5.7,M,26859
2031,3DS,2018.0,Platform,7.000000000000001,4.0,71.0,7.4,E10+,24470
2032,PSV,2016.0,Action,2.0,7.000000000000001,,6.6,E10+,22037
2033,PS3,2018.0,Shooter,6.0,4.0,50.0,4.7,M,25038
2034,Wii,2017.0,Misc,10.0,1.0,,tbd,E,30733
2035,XOne,2016.0,Racing,4.0,8.0,86.0,8,E,26725
2036,PC,2018.0,Action,6.0,5.0,81.0,8.2,M,22555
2037,PSV,2018.0,Action,0.0,0.0,,,,42550
2038,XOne,2016.0,Racing,3.0,8.0,,,,27915
2039,PSV,2017.0,Action,0.0,0.0,,,,11926
2040,3DS,2018.0,Misc,0.0,0.0,,,,43598
2041,3DS,2016.0,Role-Playing,0.0,0.0,,,,32131
2042,WiiU,2018.0,Shooter,6.0,5.0,,,,47466
2043,3DS,2017.0,Role-Playing,9.0,0.0,62.0,7.7,M,27368
2044,DS,2017.0,Action,0.0,0.0,,,,38393
2045,3DS,2016.0,Action,4.0,7.000000000000001,,7.8,E10+,19308
2046,PSV,2016.0,Action,0.0,0.0,,,,19390
2047,PS3,2017.0,Sports,0.0,10.0,,,,30611
2048,PSP,2018.0,Role-Playing,0.0,0.0,,,,35745
2049,Wii,2017.0,Action,7.000000000000001,4.0,52.0,tbd,E10+,12574
2050,PSP,2017.0,Action,0.0,0.0,,,,40216
2051,PS3,2017.0,Misc,11.0,0.0,66.0,6.8,T,46557
2052,X360,2017.0,Shooter,9.0,2.0,37.0,4.5,T,15086
2053,DS,2017.0,Action,0.0,11.0,,tbd,E,27315
2054,PS3,2018.0,Action,0.0,0.0,,,,26073
2055,DS,2017.0,Action,8.0,3.0,64.0,7.2,E10+,13139
2056,PSV,2017.0,Puzzle,7.000000000000001,3.0,69.0,7.4,E10+,38784
2057,Wii,2017.0,Racing,8.0,3.0,,tbd,E,30889
2058,X360,2017.0,Action,8.0,2.0,64.0,7.2,M,34501
2059,PS4,2015.0,Sports,1.0,9.0,76.0,7.4,E,12143
2060,PS4,2015.0,Role-Playing,3.0,2.0,75.0,8.1,,38563
2061,PS3,2017.0,Adventure,7.000000000000001,4.0,50.0,4,T,13715
2062,PS4,2015.0,Role-Playing,0.0,10.0,,,,20482
2063,PS3,2017.0,Fighting,7.000000000000001,3.0,47.0,6.5,M,14875
2064,PS4,2016.0,Action,6.0,3.0,65.0,6.9,,24964
2065,Wii,2017.0,Shooter,7.000000000000001,4.0,64.0,7.6,T,13446
2066,PC,2016.0,Adventure,0.0,11.0,86.0,7.9,M,17571
2067,PSV,2016.0,Misc,1.0,0.0,83.0,8,T,25609
2068,Wii,2017.0,Strategy,0.0,0.0,,,,17215
2069,XOne,2016.0,Shooter,5.0,6.0,,tbd,T,22892
2070,X360,2016.0,Action,5.0,6.0,,6.9,E10+,38379
2071,PSP,2017.0,Action,0.0,0.0,,,,23474
2072,DS,2017.0,Action,10.0,1.0,,,,38389
2073,XOne,2016.0,Simulation,4.0,7.000000000000001,65.0,tbd,E,39345
2074,PC,2016.0,Action,4.0,7.000000000000001,86.0,6,M,39961
2075,X360,2017.0,Racing,11.0,0.0,,tbd,E,30240
2076,X360,2017.0,Platform,3.0,8.0,,5.4,E,40811
2077,3DS,2015.0,Role-Playing,0.0,2.0,,,,16281
2078,PS3,2016.0,Role-Playing,0.0,0.0,,,,25444
2079,PSP,2017.0,Fighting,0.0,0.0,,,,13361
2080,PSP,2017.0,Action,0.0,0.0,,,,16118
2081,XOne,2015.0,Sports,9.0,2.0,39.0,2.1,T,32543
2082,WiiU,2015.0,Action,8.0,2.0,45.0,6.5,E10+,16409
2083,PS3,2016.0,Adventure,0.0,0.0,,,,37756
2084,3DS,2017.0,Racing,8.0,3.0,,tbd,E,23103
2085,X360,2016.0,Sports,9.0,2.0,,3.4,E,23636
2086,3DS,2015.0,Action,5.0,6.0,,tbd,E10+,20231
2087,Wii,2018.0,Misc,1.0,10.0,,tbd,E,29192
2088,3DS,2017.0,Sports,8.0,0.0,52.0,tbd,E,34497
2089,X360,2017.0,Misc,7.000000000000001,4.0,,3.5,E,46057
2090,3DS,2018.0,Fighting,0.0,0.0,,,,29027
2091,PS4,2018.0,Action,8.0,0.0,,,,15192
2092,PS3,2016.0,Role-Playing,0.0,0.0,,,,44486
2093,PSP,2017.0,Action,0.0,0.0,,,,14678
2094,PSV,2018.0,Sports,0.0,0.0,,,,46271
2095,PSP,2017.0,Simulation,0.0,0.0,,,,22570
2096,3DS,2017.0,Action,11.0,0.0,,tbd,M,23200
2097,WiiU,2018.0,Action,6.0,4.0,50.0,5,T,45410
2098,PC,2017.0,Adventure,0.0,10.0,75.0,8.4,M,46792
2099,DS,2017.0,Misc,11.0,0.0,,,,12523
2100,WiiU,2017.0,Action,4.0,7.000000000000001,75.0,7.8,M,24902
2101,3DS,2017.0,Action,8.0,3.0,50.0,6.4,T,41281
2102,PS4,2015.0,Action,3.0,2.0,73.0,7.3,T,22873
2103,PSV,2018.0,Misc,0.0,0.0,,,,13894
2104,X360,2017.0,Shooter,7.000000000000001,3.0,58.0,5.8,T,10573
2105,3DS,2017.0,Sports,11.0,0.0,,tbd,E,22922
2106,PS3,2017.0,Misc,11.0,0.0,,tbd,E10+,32604
2107,WiiU,2017.0,Action,4.0,6.0,77.0,7.3,E10+,45067
2108,PC,2018.0,Simulation,2.0,9.0,75.0,7,T,10474
2109,PSV,2018.0,Fighting,5.0,5.0,54.0,3.8,T,30508
2110,Wii,2017.0,Misc,11.0,0.0,,tbd,E10+,17267
2111,DS,2017.0,Sports,0.0,0.0,,,,45156
2112,PS3,2016.0,Sports,0.0,0.0,,,,21399
2113,PC,2016.0,Sports,0.0,11.0,84.0,4.2,E,39376
2114,PS3,2017.0,Sports,0.0,10.0,,,,18002
2115,DS,2017.0,Misc,7.000000000000001,3.0,,tbd,E,38067
2116,X360,2017.0,Misc,9.0,1.0,,,,23319
2117,PS3,2017.0,Simulation,0.0,0.0,66.0,7.4,T,16847
2118,PS3,2016.0,Sports,7.000000000000001,2.0,,0.2,E,23493
2119,PS3,2017.0,Racing,6.0,3.0,,tbd,E,39411
2120,PC,2017.0,Role-Playing,7.000000000000001,3.0,65.0,6,T,36164
2121,X360,2017.0,Sports,8.0,3.0,21.0,5,T,18203
2122,PSV,2017.0,Action,3.0,2.0,,,,45681
2123,PS3,2018.0,Action,0.0,0.0,,,,26010
2124,PS3,2018.0,Action,3.0,2.0,70.0,8.2,M,33175
2125,PS3,2017.0,Shooter,6.0,4.0,,,,17288
2126,PC,2017.0,Racing,8.0,2.0,,8.3,E,39408
2127,PS4,2015.0,Sports,4.0,6.0,19.0,3.4,E,12797
2128,PSP,2018.0,Role-Playing,0.0,0.0,,8.9,T,27470
2129,WiiU,2018.0,Misc,0.0,0.0,,,,19527
2130,3DS,2016.0,Action,2.0,1.0,72.0,6.8,E,48048
2131,PS3,2016.0,Role-Playing,0.0,0.0,,,,44822
2132,PSV,2018.0,Action,3.0,1.0,71.0,6.8,T,21133
2133,3DS,2018.0,Sports,0.0,0.0,,,,14006
2134,X360,2017.0,Misc,11.0,0.0,,tbd,E10+,13328
2135,WiiU,2017.0,Shooter,8.0,3.0,,4.6,M,28160
2136,3DS,2018.0,Puzzle,0.0,0.0,,,,26166
2137,WiiU,2018.0,Action,0.0,3.0,67.0,7.6,M,16779
2138,PS3,2015.0,Action,0.0,0.0,,tbd,T,44641
2139,PS3,2017.0,Action,0.0,9.0,,,,19633
2140,PSV,2017.0,Sports,10.0,0.0,75.0,7.5,E,32585
2141,3DS,2015.0,Action,0.0,0.0,,,,18831
2142,3DS,2018.0,Simulation,7.000000000000001,3.0,,,,48565
2143,PS3,2018.0,Action,4.0,4.0,,,,19860
2144,PS3,2018.0,Racing,5.0,5.0,,tbd,E,43949
2145,PSV,2016.0,Action,0.0,0.0,,,,47386
2146,3DS,2017.0,Action,8.0,2.0,,,,29482
2147,XOne,2018.0,Action,7.000000000000001,3.0,,,,35761
2148,PSP,2017.0,Adventure,0.0,0.0,,,,22697
2149,PS2,2017.0,Fighting,5.0,4.0,,3.4,T,46256
2150,PS3,2017.0,Action,5.0,1.0,,,,20640
2151,DS,2017.0,Platform,8.0,2.0,75.0,8.2,E,41075
2152,PC,2017.0,Shooter,5.0,5.0,51.0,3.3,M,32702
2153,PSV,2015.0,Action,1.0,8.0,70.0,tbd,E10+,44712
2154,PS3,2017.0,Simulation,7.000000000000001,3.0,41.0,3.1,T,40091
2155,PS4,2016.0,Role-Playing,0.0,10.0,75.0,8.5,T,23007
2156,3DS,2017.0,Adventure,6.0,4.0,,tbd,T,47263
2157,PS3,2017.0,Adventure,0.0,0.0,,,,45695
2158,X360,2018.0,Racing,5.0,5.0,71.0,7.7,T,45143
2159,PS3,2017.0,Misc,8.0,2.0,,tbd,E,45969
2160,Wii,2017.0,Misc,6.0,4.0,,tbd,T,30987
2161,3DS,2017.0,Adventure,8.0,2.0,62.0,7.4,E,30170
2162,X360,2017.0,Misc,8.0,2.0,,tbd,E,39004
2163,3DS,2015.0,Misc,0.0,0.0,,,,33009
2164,PSP,2017.0,Action,0.0,0.0,,,,14887
2165,PSV,2015.0,Action,0.0,3.0,72.0,8.5,M,14820
2166,3DS,2017.0,Sports,5.0,5.0,58.0,tbd,E10+,47465
2167,PS3,2017.0,Shooter,5.0,5.0,50.0,3.5,M,30548
2168,PSV,2018.0,Action,0.0,0.0,76.0,8.6,T,33651
2169,Wii,2017.0,Sports,5.0,5.0,,tbd,E,32254
2170,Wii,2017.0,Misc,10.0,0.0,,tbd,E,16193
2171,PSP,2017.0,Role-Playing,0.0,0.0,,,,44471
2172,3DS,2018.0,Action,0.0,0.0,,,,23391
2173,PSV,2015.0,Adventure,2.0,2.0,,,,42340
2174,PSP,2017.0,Action,0.0,8.0,,tbd,,42406
2175,X360,2017.0,Shooter,7.000000000000001,3.0,53.0,4.7,M,12759
2176,X360,2017.0,Sports,9.0,1.0,48.0,3.5,E,47447
2177,PS4,2015.0,Role-Playing,8.0,0.0,,,,13898
2178,XOne,2016.0,Action,5.0,5.0,77.0,8.2,T,25011
2179,PSP,2017.0,Role-Playing,0.0,0.0,,,,24612
2180,PSP,2018.0,Action,0.0,0.0,,,,35342
2181,X360,2017.0,Misc,10.0,0.0,,tbd,E,32414
2182,PSV,2017.0,Fighting,3.0,5.0,83.0,7.5,T,46497
2183,3DS,2015.0,Puzzle,0.0,0.0,,,,35834
2184,PS4,2016.0,Action,3.0,5.0,79.0,7.9,T,37768
2185,XOne,2015.0,Sports,9.0,1.0,60.0,5.6,E,20680
2186,WiiU,2017.0,Shooter,5.0,5.0,,,,42493
2187,PC,2017.0,Platform,2.0,7.000000000000001,77.0,8.3,E,30992
2188,X360,2017.0,Action,7.000000000000001,3.0,,,,46048
2189,PC,2018.0,Action,7.000000000000001,3.0,76.0,6.4,M,31645
2190,XOne,2015.0,Shooter,5.0,5.0,62.0,7.2,,21639
2191,PS3,2017.0,Misc,6.0,3.0,,tbd,E,17412
2192,PS4,2015.0,Role-Playing,0.0,1.0,69.0,8,T,37813
2193,3DS,2017.0,Fighting,5.0,1.0,64.0,6.1,T,29510
2194,PS3,2018.0,Racing,9.0,0.0,67.0,4.6,E,23605
2195,XOne,2015.0,Sports,4.0,6.0,85.0,6.2,E,35096
2196,PC,2017.0,Shooter,0.0,10.0,74.0,7.4,M,27739
2197,PSP,2017.0,Role-Playing,0.0,0.0,,,,14079
2198,DS,2017.0,Action,7.000000000000001,2.0,,tbd,E10+,23426
2199,Wii,2017.0,Sports,10.0,0.0,,tbd,E,20348
2200,PSV,2018.0,Sports,8.0,0.0,68.0,7,E,11739
2201,3DS,2018.0,Role-Playing,0.0,0.0,,,,18829
2202,3DS,2017.0,Action,0.0,4.0,,,,43918
2203,X360,2016.0,Sports,5.0,4.0,,tbd,T,17611
2204,PS3,2018.0,Adventure,0.0,0.0,,,,33540
2205,DS,2017.0,Action,7.000000000000001,3.0,55.0,tbd,E,31929
2206,PSP,2018.0,Action,0.0,0.0,,,,43396
2207,PSV,2018.0,Fighting,0.0,4.0,66.0,7.5,T,35377
2208,PSP,2018.0,Sports,0.0,0.0,,,,16034
2209,PS3,2018.0,Fighting,5.0,0.0,75.0,7.8,T,10725
2210,PC,2017.0,Strategy,0.0,10.0,75.0,4.9,,15214
2211,PSP,2018.0,Action,0.0,0.0,,,,13747
2212,X360,2018.0,Adventure,5.0,4.0,60.0,6.5,E10+,47472
2213,PSP,2017.0,Action,0.0,0.0,,,,39509
2214,PS3,2016.0,Platform,2.0,7.000000000000001,,tbd,E10+,15174
2215,PS4,2016.0,Action,0.0,0.0,,,T,17111
2216,PSV,2017.0,Role-Playing,5.0,0.0,59.0,6,T,48725
2217,PSV,2015.0,Action,0.0,0.0,,,,22157
2218,X360,2017.0,Misc,10.0,0.0,47.0,5.3,E10+,42243
2219,PS3,2018.0,Action,0.0,0.0,,,,45526
2220,PSP,2018.0,Action,0.0,0.0,,,,48226
2221,3DS,2016.0,Action,0.0,0.0,,,,30637
2222,Wii,2018.0,Action,0.0,0.0,,,,38158
2223,PS3,2018.0,Role-Playing,3.0,4.0,56.0,3.4,M,13006
2224,PS3,2017.0,Misc,4.0,4.0,54.0,tbd,T,44880
2225,PC,2015.0,Role-Playing,3.0,6.0,81.0,7.3,M,27689
2226,X360,2017.0,Action,6.0,4.0,52.0,6.3,T,33516
2227,PC,2017.0,Action,0.0,10.0,74.0,4.4,E,18527
2228,3DS,2018.0,Role-Playing,0.0,0.0,,,,19706
2229,DS,2017.0,Action,6.0,3.0,,,,38623
2230,PS3,2017.0,Shooter,0.0,0.0,,,,24209
2231,PS3,2018.0,Action,0.0,0.0,,,,33746
2232,3DS,2017.0,Role-Playing,0.0,0.0,,,,41293
2233,X360,2018.0,Action,7.000000000000001,2.0,52.0,6.5,M,25891
2234,PSV,2018.0,Role-Playing,3.0,2.0,,,,36314
2235,Wii,2017.0,Misc,10.0,0.0,,,,39704
2236,DS,2017.0,Puzzle,5.0,5.0,,tbd,E,10385
2237,3DS,2018.0,Action,0.0,0.0,,,,48156
2238,PSP,2017.0,Adventure,0.0,0.0,,,,42117
2239,PSP,2017.0,Misc,0.0,0.0,,,,29262
2240,XOne,2015.0,Racing,4.0,5.0,54.0,5.3,E,38110
2241,X360,2018.0,Racing,9.0,0.0,72.0,3.4,E,32861
2242,PS3,2018.0,Adventure,3.0,6.0,,tbd,E10+,29288
2243,PSP,2017.0,Strategy,0.0,0.0,,,,14003
2244,PC,2016.0,Simulation,2.0,8.0,77.0,5.7,T,40555
2245,Wii,2018.0,Role-Playing,0.0,0.0,,,,33392
2246,PS3,2017.0,Action,0.0,0.0,,,,24479
2247,DS,2017.0,Misc,6.0,3.0,,tbd,E10+,35855
2248,Wii,2017.0,Shooter,9.0,0.0,,tbd,T,49654
2249,PSV,2017.0,Sports,0.0,8.0,,,,46108
2250,PS3,2017.0,Adventure,0.0,8.0,,,,16363
2251,X360,2017.0,Misc,7.000000000000001,2.0,,tbd,E,18549
2252,PSP,2017.0,Role-Playing,0.0,0.0,,,,41842
2253,WiiU,2017.0,Puzzle,9.0,0.0,71.0,6.3,E10+,35967
2254,PSV,2017.0,Action,0.0,1.0,85.0,7.8,T,41460
2255,X360,2017.0,Misc,9.0,1.0,,5.1,E10+,24761
2256,DS,2018.0,Action,0.0,0.0,,,,41515
2257,3DS,2017.0,Puzzle,9.0,0.0,68.0,6.2,E10+,13076
2258,PSV,2017.0,Role-Playing,0.0,0.0,,,,41663
2259,PSV,2015.0,Action,0.0,3.0,65.0,7.8,M,27320
2260,DS,2017.0,Platform,8.0,1.0,,,,48439
2261,XOne,2015.0,Action,7.000000000000001,2.0,75.0,7.5,M,46138
2262,PC,2018.0,Action,0.0,9.0,,,,42330
2263,PS4,2015.0,Action,0.0,0.0,,,,37670
2264,PS3,2015.0,Role-Playing,0.0,0.0,,,,25044
2265,DS,2017.0,Action,8.0,1.0,,tbd,E,10515
2266,X360,2018.0,Action,6.0,3.0,,7.2,M,41975
2267,3DS,2017.0,Misc,9.0,0.0,67.0,7.3,E10+,33682
2268,3DS,2017.0,Action,7.000000000000001,2.0,,tbd,E10+,49413
2269,Wii,2017.0,Action,7.000000000000001,2.0,36.0,4.5,T,29201
2270,PC,2015.0,Sports,3.0,6.0,,5.7,E10+,21796
2271,PSV,2018.0,Adventure,0.0,0.0,,,,11833
2272,3DS,2017.0,Action,7.000000000000001,2.0,54.0,tbd,E10+,36813
2273,PSV,2018.0,Role-Playing,0.0,0.0,,,,22797
2274,PC,2017.0,Action,5.0,4.0,43.0,5,,44760
2275,DS,2017.0,Sports,9.0,0.0,,,,29282
2276,PS3,2017.0,Misc,0.0,8.0,,,,17310
2277,PSV,2017.0,Adventure,4.0,4.0,83.0,9.2,M,27691
2278,PSP,2017.0,Role-Playing,0.0,0.0,,,,33293
2279,DS,2017.0,Strategy,8.0,1.0,,,,45144
2280,PS4,2015.0,Fighting,0.0,8.0,71.0,5.9,T,33211
2281,PS4,2016.0,Shooter,3.0,5.0,73.0,6.3,T,21363
2282,X360,2018.0,Adventure,4.0,5.0,,,,36810
2283,PS4,2015.0,Action,0.0,8.0,73.0,6.8,T,29567
2284,PSV,2018.0,Adventure,7.000000000000001,0.0,,,,15662
2285,PS3,2017.0,Racing,9.0,0.0,,tbd,E,31353
2286,PSV,2018.0,Adventure,5.0,0.0,,,,22768
2287,PS4,2018.0,Role-Playing,5.0,2.0,53.0,6,M,37679
2288,X360,2018.0,Shooter,6.0,3.0,52.0,5.5,M,25105
2289,PS3,2018.0,Action,4.0,3.0,53.0,7.2,M,32701
2290,3DS,2017.0,Action,6.0,3.0,55.0,4.2,T,37111
2291,X360,2015.0,Sports,4.0,5.0,,7,E,32531
2292,3DS,2017.0,Platform,5.0,4.0,51.0,5.9,E,48556
2293,X360,2017.0,Racing,7.000000000000001,2.0,,tbd,E,28199
2294,PC,2018.0,Racing,0.0,9.0,61.0,4.8,E,45786
2295,WiiU,2017.0,Strategy,5.0,4.0,,6.8,E,45104
2296,PS4,2016.0,Simulation,0.0,0.0,,,,36878
2297,PSV,2017.0,Sports,0.0,0.0,,,,45257
2298,WiiU,2015.0,Platform,5.0,4.0,88.0,8.3,E,17233
2299,PSV,2018.0,Role-Playing,2.0,1.0,,,,47887
2300,PSV,2016.0,Action,0.0,0.0,,,,18870
2301,X360,2017.0,Misc,9.0,0.0,,,,15185
2302,PSV,2018.0,Role-Playing,2.0,0.0,66.0,7.3,M,48366
2303,PC,2017.0,Action,5.0,3.0,,3.5,E10+,24447
2304,X360,2017.0,Action,9.0,0.0,,4.6,T,22056
2305,PSV,2018.0,Adventure,0.0,0.0,,,,11491
2306,PS4,2016.0,Action,0.0,0.0,,,,15457
2307,3DS,2018.0,Role-Playing,7.000000000000001,2.0,,,,45144
2308,PSP,2018.0,Role-Playing,0.0,0.0,,,,35411
2309,PS4,2015.0,Action,2.0,1.0,71.0,6.5,T,36986
2310,DS,2017.0,Role-Playing,0.0,0.0,,,,47541
2311,3DS,2017.0,Fighting,7.000000000000001,2.0,58.0,5.9,E10+,46716
2312,3DS,2018.0,Sports,0.0,0.0,,,,43148
2313,PSV,2016.0,Action,1.0,6.0,,7.1,E10+,20605
2314,XOne,2016.0,Platform,5.0,4.0,78.0,6,E10+,20457
2315,WiiU,2018.0,Action,8.0,0.0,,,,44050
2316,PSV,2016.0,Fighting,0.0,2.0,62.0,7.8,T,20011
2317,X360,2017.0,Misc,5.0,3.0,60.0,7,E10+,37146
2318,PSV,2017.0,Action,0.0,0.0,,,,14783
2319,DS,2017.0,Platform,9.0,0.0,,,,46051
2320,PS3,2017.0,Fighting,0.0,4.0,80.0,6.2,T,23202
2321,X360,2017.0,Shooter,7.000000000000001,2.0,43.0,1.2,M,24620
2322,Wii,2017.0,Misc,7.000000000000001,2.0,,,,20921
2323,WiiU,2016.0,Misc,3.0,6.0,,tbd,E10+,32226
2324,3DS,2018.0,Puzzle,9.0,0.0,71.0,7.9,E,24182
2325,PS3,2017.0,Action,4.0,4.0,,,,25926
2326,PS3,2018.0,Adventure,5.0,3.0,59.0,6.3,E10+,10314
2327,PC,2017.0,Strategy,7.000000000000001,2.0,65.0,4.6,M,46892
2328,X360,2017.0,Sports,5.0,3.0,46.0,6.5,E,44260
2329,3DS,2018.0,Action,1.0,8.0,,,,40393
2330,PSP,2018.0,Adventure,0.0,0.0,,,,11119
2331,3DS,2018.0,Action,0.0,0.0,,,,11035
